,close
2014-01-02,2321.98
2014-01-03,2290.78
2014-01-06,2238.64
2014-01-07,2238.0
2014-01-08,2241.91
2014-01-09,2222.22
2014-01-10,2204.85
2014-01-13,2193.68
2014-01-14,2212.85
2014-01-15,2208.94
2014-01-16,2211.84
2014-01-17,2178.49
2014-01-20,2165.99
2014-01-21,2187.41
2014-01-22,2243.8
2014-01-23,2231.89
2014-01-24,2245.68
2014-01-27,2215.92
2014-01-28,2219.86
2014-01-29,2227.78
2014-01-30,2202.45
2014-02-07,2212.48
2014-02-10,2267.53
2014-02-11,2285.56
2014-02-12,2291.25
2014-02-13,2279.55
2014-02-14,2295.57
2014-02-17,2311.65
2014-02-18,2282.44
2014-02-19,2308.66
2014-02-20,2287.44
2014-02-21,2264.29
2014-02-24,2214.51
2014-02-25,2157.91
2014-02-26,2163.41
2014-02-27,2154.11
2014-02-28,2178.97
2014-03-03,2190.37
2014-03-04,2184.27
2014-03-05,2163.98
2014-03-06,2173.63
2014-03-07,2168.36
2014-03-10,2097.79
2014-03-11,2108.66
2014-03-12,2114.13
2014-03-13,2140.33
2014-03-14,2122.84
2014-03-17,2143.04
2014-03-18,2138.13
2014-03-19,2120.87
2014-03-20,2086.97
2014-03-21,2158.8
2014-03-24,2176.55
2014-03-25,2174.44
2014-03-26,2171.05
2014-03-27,2155.71
2014-03-28,2151.97
2014-03-31,2146.3
2014-04-01,2163.11
2014-04-02,2180.73
2014-04-03,2165.01
2014-04-04,2185.47
2014-04-08,2237.32
2014-04-09,2238.62
2014-04-10,2273.76
2014-04-11,2270.67
2014-04-14,2268.61
2014-04-15,2229.46
2014-04-16,2232.53
2014-04-17,2224.8
2014-04-18,2224.48
2014-04-21,2187.25
2014-04-22,2196.8
2014-04-23,2194.67
2014-04-24,2190.47
2014-04-25,2167.83
2014-04-28,2134.97
2014-04-29,2158.47
2014-04-30,2158.66
2014-05-05,2156.47
2014-05-06,2157.33
2014-05-07,2137.32
2014-05-08,2135.5
2014-05-09,2133.91
2014-05-12,2180.05
2014-05-13,2174.85
2014-05-14,2172.37
2014-05-15,2144.08
2014-05-16,2145.95
2014-05-19,2115.14
2014-05-20,2115.77
2014-05-21,2135.91
2014-05-22,2130.87
2014-05-23,2148.41
2014-05-26,2155.98
2014-05-27,2147.28
2014-05-28,2169.35
2014-05-29,2155.16
2014-05-30,2156.46
2014-06-03,2149.92
2014-06-04,2128.27
2014-06-05,2150.6
2014-06-06,2134.72
2014-06-09,2134.28
2014-06-10,2161.27
2014-06-11,2160.77
2014-06-12,2153.41
2014-06-13,2176.24
2014-06-16,2191.86
2014-06-17,2169.67
2014-06-18,2160.24
2014-06-19,2126.91
2014-06-20,2136.73
2014-06-23,2134.11
2014-06-24,2144.82
2014-06-25,2133.37
2014-06-26,2149.08
2014-06-27,2150.26
2014-06-30,2165.12
2014-07-01,2164.56
2014-07-02,2170.87
2014-07-03,2180.19
2014-07-04,2178.7
2014-07-07,2176.29
2014-07-08,2180.47
2014-07-09,2148.71
2014-07-10,2142.85
2014-07-11,2148.01
2014-07-14,2171.76
2014-07-15,2174.98
2014-07-16,2170.87
2014-07-17,2157.07
2014-07-18,2164.14
2014-07-21,2166.3
2014-07-22,2192.7
2014-07-23,2197.83
2014-07-24,2237.01
2014-07-25,2260.45
2014-07-28,2323.9
2014-07-29,2331.37
2014-07-30,2322.01
2014-07-31,2350.25
2014-08-01,2329.4
2014-08-04,2375.62
2014-08-05,2369.35
2014-08-06,2363.22
2014-08-07,2327.46
2014-08-08,2331.13
2014-08-11,2365.35
2014-08-12,2357.05
2014-08-13,2358.9
2014-08-14,2335.95
2014-08-15,2360.64
2014-08-18,2374.56
2014-08-19,2374.77
2014-08-20,2366.14
2014-08-21,2354.24
2014-08-22,2365.36
2014-08-25,2342.86
2014-08-26,2324.09
2014-08-27,2327.59
2014-08-28,2311.28
2014-08-29,2338.29
2014-09-01,2355.32
2014-09-02,2386.46
2014-09-03,2408.84
2014-09-04,2426.22
2014-09-05,2449.26
2014-09-09,2445.22
2014-09-10,2432.43
2014-09-11,2423.45
2014-09-12,2438.36
2014-09-15,2437.19
2014-09-16,2388.76
2014-09-17,2401.33
2014-09-18,2408.66
2014-09-19,2425.21
2014-09-22,2378.92
2014-09-23,2399.46
2014-09-24,2441.86
2014-09-25,2436.97
2014-09-26,2437.2
2014-09-29,2447.8
2014-09-30,2450.99
2014-10-08,2478.38
2014-10-09,2481.95
2014-10-10,2466.79
2014-10-13,2454.95
2014-10-14,2446.56
2014-10-15,2463.87
2014-10-16,2444.39
2014-10-17,2441.73
2014-10-20,2454.71
2014-10-21,2433.39
2014-10-22,2418.64
2014-10-23,2395.94
2014-10-24,2390.71
2014-10-27,2368.83
2014-10-28,2416.65
2014-10-29,2451.38
2014-10-30,2468.93
2014-10-31,2508.32
2014-11-03,2512.55
2014-11-04,2513.17
2014-11-05,2503.45
2014-11-06,2506.07
2014-11-07,2502.15
2014-11-10,2565.73
2014-11-11,2558.61
2014-11-12,2594.32
2014-11-13,2579.75
2014-11-14,2581.09
2014-11-17,2567.1
2014-11-18,2541.42
2014-11-19,2537.22
2014-11-20,2537.1
2014-11-21,2583.45
2014-11-24,2649.26
2014-11-25,2685.56
2014-11-26,2723.02
2014-11-27,2754.49
2014-11-28,2808.82
2014-12-01,2819.81
2014-12-02,2923.94
2014-12-03,2967.55
2014-12-04,3104.35
2014-12-05,3124.89
2014-12-08,3252.88
2014-12-09,3106.91
2014-12-10,3221.55
2014-12-11,3183.01
2014-12-12,3193.23
2014-12-15,3217.23
2014-12-16,3303.4
2014-12-17,3360.6
2014-12-18,3345.93
2014-12-19,3383.17
2014-12-22,3394.48
2014-12-23,3324.92
2014-12-24,3230.39
2014-12-25,3335.42
2014-12-26,3445.84
2014-12-29,3455.45
2014-12-30,3457.55
2014-12-31,3533.7
2015-01-05,3641.54
2015-01-06,3641.06
2015-01-07,3643.79
2015-01-08,3559.26
2015-01-09,3546.72
2015-01-12,3513.58
2015-01-13,3514.04
2015-01-14,3502.42
2015-01-15,3604.12
2015-01-16,3635.15
2015-01-19,3355.16
2015-01-20,3396.22
2015-01-21,3548.89
2015-01-22,3567.61
2015-01-23,3571.73
2015-01-26,3607.99
2015-01-27,3574.93
2015-01-28,3525.32
2015-01-29,3481.8
2015-01-30,3434.39
2015-02-02,3353.96
2015-02-03,3437.45
2015-02-04,3401.77
2015-02-05,3366.95
2015-02-06,3312.42
2015-02-09,3345.92
2015-02-10,3406.94
2015-02-11,3434.12
2015-02-12,3442.87
2015-02-13,3469.83
2015-02-16,3499.48
2015-02-17,3522.32
2015-02-25,3478.73
2015-02-26,3566.3
2015-02-27,3572.84
2015-03-02,3601.26
2015-03-03,3507.9
2015-03-04,3530.82
2015-03-05,3496.34
2015-03-06,3478.52
2015-03-09,3537.75
2015-03-10,3520.61
2015-03-11,3524.65
2015-03-12,3592.84
2015-03-13,3617.66
2015-03-16,3705.67
2015-03-17,3757.12
2015-03-18,3846.05
2015-03-19,3839.74
2015-03-20,3892.57
2015-03-23,3972.06
2015-03-24,3973.05
2015-03-25,3940.41
2015-03-26,3950.0
2015-03-27,3971.7
2015-03-30,4088.18
2015-03-31,4051.2
2015-04-01,4123.9
2015-04-02,4124.78
2015-04-03,4170.54
2015-04-07,4260.04
2015-04-08,4295.8
2015-04-09,4262.14
2015-04-10,4344.42
2015-04-13,4421.07
2015-04-14,4438.18
2015-04-15,4380.51
2015-04-16,4513.55
2015-04-17,4596.14
2015-04-20,4521.92
2015-04-21,4619.16
2015-04-22,4739.81
2015-04-23,4740.89
2015-04-24,4702.64
2015-04-27,4807.59
2015-04-28,4741.86
2015-04-29,4774.33
2015-04-30,4749.89
2015-05-04,4787.74
2015-05-05,4596.84
2015-05-06,4553.33
2015-05-07,4470.09
2015-05-08,4558.4
2015-05-11,4690.53
2015-05-12,4747.42
2015-05-13,4718.44
2015-05-14,4700.78
2015-05-15,4617.47
2015-05-18,4575.14
2015-05-19,4731.22
2015-05-20,4754.92
2015-05-21,4840.98
2015-05-22,4951.34
2015-05-25,5099.49
2015-05-26,5198.92
2015-05-27,5181.43
2015-05-28,4834.01
2015-05-29,4840.83
2015-06-01,5076.18
2015-06-02,5161.87
2015-06-03,5143.59
2015-06-04,5181.42
2015-06-05,5230.55
2015-06-08,5353.75
2015-06-09,5317.46
2015-06-10,5309.11
2015-06-11,5306.59
2015-06-12,5335.11
2015-06-15,5221.17
2015-06-16,5064.82
2015-06-17,5138.83
2015-06-18,4930.55
2015-06-19,4637.05
2015-06-23,4786.09
2015-06-24,4880.13
2015-06-25,4706.52
2015-06-26,4336.19
2015-06-29,4191.55
2015-06-30,4473.0
2015-07-01,4253.02
2015-07-02,4108.0
2015-07-03,3885.92
2015-07-06,3998.54
2015-07-07,3928.0
2015-07-08,3663.04
2015-07-09,3897.63
2015-07-10,4106.56
2015-07-13,4211.81
2015-07-14,4112.15
2015-07-15,3966.76
2015-07-16,3997.36
2015-07-17,4151.5
2015-07-20,4160.61
2015-07-21,4166.01
2015-07-22,4157.16
2015-07-23,4250.81
2015-07-24,4176.28
2015-07-27,3818.73
2015-07-28,3811.09
2015-07-29,3930.38
2015-07-30,3815.41
2015-07-31,3816.7
2015-08-03,3829.24
2015-08-04,3948.16
2015-08-05,3866.9
2015-08-06,3831.85
2015-08-07,3906.95
2015-08-10,4084.36
2015-08-11,4066.67
2015-08-12,4016.13
2015-08-13,4075.46
2015-08-14,4073.54
2015-08-17,4077.87
2015-08-18,3825.41
2015-08-19,3886.14
2015-08-20,3761.45
2015-08-21,3589.54
2015-08-24,3275.53
2015-08-25,3042.93
2015-08-26,3025.69
2015-08-27,3205.64
2015-08-28,3342.29
2015-08-31,3366.54
2015-09-01,3362.08
2015-09-02,3365.83
2015-09-07,3250.49
2015-09-08,3334.02
2015-09-09,3399.3
2015-09-10,3357.56
2015-09-11,3347.19
2015-09-14,3281.13
2015-09-15,3152.23
2015-09-16,3309.25
2015-09-17,3237.0
2015-09-18,3251.27
2015-09-21,3308.25
2015-09-22,3339.03
2015-09-23,3263.03
2015-09-24,3285.0
2015-09-25,3231.95
2015-09-28,3242.75
2015-09-29,3178.85
2015-09-30,3202.95
2015-10-08,3296.48
2015-10-09,3340.12
2015-10-12,3447.69
2015-10-13,3445.04
2015-10-14,3406.11
2015-10-15,3486.82
2015-10-16,3534.07
2015-10-19,3534.18
2015-10-20,3577.7
2015-10-21,3473.25
2015-10-22,3524.53
2015-10-23,3571.24
2015-10-26,3589.26
2015-10-27,3592.88
2015-10-28,3524.92
2015-10-29,3533.31
2015-10-30,3534.08
2015-11-02,3475.96
2015-11-03,3465.49
2015-11-04,3628.54
2015-11-05,3705.97
2015-11-06,3793.37
2015-11-09,3840.36
2015-11-10,3833.24
2015-11-11,3833.65
2015-11-12,3795.32
2015-11-13,3746.24
2015-11-16,3764.13
2015-11-17,3758.39
2015-11-18,3715.58
2015-11-19,3774.97
2015-11-20,3774.38
2015-11-23,3753.34
2015-11-24,3753.89
2015-11-25,3781.61
2015-11-26,3759.43
2015-11-27,3556.99
2015-11-30,3566.41
2015-12-01,3591.7
2015-12-02,3721.95
2015-12-03,3749.3
2015-12-04,3677.59
2015-12-07,3687.61
2015-12-08,3623.02
2015-12-09,3635.94
2015-12-10,3623.08
2015-12-11,3608.06
2015-12-14,3711.32
2015-12-15,3694.39
2015-12-16,3685.44
2015-12-17,3755.89
2015-12-18,3767.91
2015-12-21,3865.97
2015-12-22,3876.73
2015-12-23,3866.38
2015-12-24,3829.4
2015-12-25,3838.2
2015-12-28,3727.63
2015-12-29,3761.88
2015-12-30,3765.18
2015-12-31,3731.01
2016-01-04,3469.07
2016-01-05,3478.78
2016-01-06,3539.81
2016-01-07,3294.38
2016-01-08,3361.56
2016-01-11,3192.45
2016-01-12,3215.71
2016-01-13,3155.88
2016-01-14,3221.57
2016-01-15,3118.73
2016-01-18,3130.73
2016-01-19,3223.13
2016-01-20,3174.38
2016-01-21,3081.35
2016-01-22,3113.46
2016-01-25,3128.89
2016-01-26,2940.51
2016-01-27,2930.35
2016-01-28,2853.76
2016-01-29,2946.09
2016-02-01,2901.05
2016-02-02,2961.33
2016-02-03,2948.64
2016-02-04,2984.76
2016-02-05,2963.79
2016-02-15,2946.71
2016-02-16,3037.04
2016-02-17,3063.32
2016-02-18,3053.7
2016-02-19,3051.59
2016-02-22,3118.87
2016-02-23,3089.36
2016-02-24,3109.55
2016-02-25,2918.75
2016-02-26,2948.03
2016-02-29,2877.47
2016-03-01,2930.69
2016-03-02,3051.33
2016-03-03,3058.42
2016-03-04,3093.89
2016-03-07,3104.84
2016-03-08,3107.67
2016-03-09,3071.91
2016-03-10,3013.15
2016-03-11,3018.28
2016-03-14,3065.69
2016-03-15,3074.78
2016-03-16,3090.03
2016-03-17,3124.2
2016-03-18,3171.96
2016-03-21,3249.44
2016-03-22,3225.79
2016-03-23,3236.09
2016-03-24,3181.85
2016-03-25,3197.82
2016-03-28,3169.73
2016-03-29,3135.41
2016-03-30,3216.28
2016-03-31,3218.09
2016-04-01,3221.89
2016-04-05,3264.49
2016-04-06,3257.53
2016-04-07,3209.29
2016-04-08,3185.73
2016-04-11,3230.1
2016-04-12,3218.45
2016-04-13,3261.38
2016-04-14,3275.83
2016-04-15,3272.21
2016-04-18,3228.45
2016-04-19,3238.3
2016-04-20,3181.03
2016-04-21,3160.6
2016-04-22,3174.9
2016-04-25,3162.03
2016-04-26,3179.16
2016-04-27,3165.92
2016-04-28,3160.58
2016-04-29,3156.75
2016-05-03,3213.54
2016-05-04,3209.46
2016-05-05,3213.92
2016-05-06,3130.35
2016-05-09,3065.62
2016-05-10,3069.11
2016-05-11,3082.81
2016-05-12,3090.14
2016-05-13,3074.94
2016-05-16,3095.31
2016-05-17,3086.02
2016-05-18,3068.04
2016-05-19,3062.5
2016-05-20,3078.22
2016-05-23,3087.22
2016-05-24,3063.56
2016-05-25,3059.23
2016-05-26,3064.21
2016-05-27,3062.5
2016-05-30,3066.71
2016-05-31,3169.56
2016-06-01,3160.55
2016-06-02,3167.1
2016-06-03,3189.33
2016-06-06,3178.79
2016-06-07,3177.05
2016-06-08,3163.99
2016-06-13,3066.34
2016-06-14,3075.98
2016-06-15,3116.37
2016-06-16,3094.67
2016-06-17,3110.36
2016-06-20,3112.67
2016-06-21,3106.32
2016-06-22,3133.96
2016-06-23,3117.32
2016-06-24,3077.16
2016-06-27,3120.54
2016-06-28,3136.4
2016-06-29,3151.39
2016-06-30,3153.92
2016-07-01,3154.2
2016-07-04,3204.7
2016-07-05,3207.38
2016-07-06,3216.8
2016-07-07,3209.95
2016-07-08,3192.28
2016-07-11,3203.33
2016-07-12,3273.18
2016-07-13,3282.87
2016-07-14,3276.76
2016-07-15,3276.28
2016-07-18,3262.02
2016-07-19,3248.23
2016-07-20,3237.61
2016-07-21,3252.52
2016-07-22,3225.16
2016-07-25,3230.89
2016-07-26,3269.59
2016-07-27,3218.24
2016-07-28,3221.14
2016-07-29,3203.93
2016-08-01,3176.81
2016-08-02,3189.05
2016-08-03,3193.51
2016-08-04,3201.29
2016-08-05,3205.11
2016-08-08,3234.18
2016-08-09,3256.98
2016-08-10,3243.34
2016-08-11,3233.36
2016-08-12,3294.23
2016-08-15,3393.42
2016-08-16,3378.25
2016-08-17,3373.05
2016-08-18,3364.49
2016-08-19,3365.02
2016-08-22,3336.79
2016-08-23,3341.83
2016-08-24,3329.86
2016-08-25,3308.97
2016-08-26,3307.09
2016-08-29,3307.78
2016-08-30,3311.99
2016-08-31,3327.79
2016-09-01,3301.58
2016-09-02,3314.11
2016-09-05,3319.68
2016-09-06,3342.63
2016-09-07,3340.82
2016-09-08,3339.56
2016-09-09,3318.04
2016-09-12,3262.6
2016-09-13,3260.33
2016-09-14,3238.73
2016-09-19,3263.12
2016-09-20,3257.4
2016-09-21,3266.64
2016-09-22,3291.12
2016-09-23,3275.67
2016-09-26,3220.28
2016-09-27,3240.75
2016-09-28,3230.89
2016-09-29,3244.39
2016-09-30,3253.28
2016-10-10,3293.87
2016-10-11,3306.56
2016-10-12,3300.01
2016-10-13,3302.65
2016-10-14,3305.85
2016-10-17,3277.88
2016-10-18,3321.33
2016-10-19,3316.24
2016-10-20,3318.6
2016-10-21,3327.74
2016-10-24,3367.58
2016-10-25,3367.45
2016-10-26,3354.8
2016-10-27,3345.7
2016-10-28,3340.13
2016-10-31,3336.28
2016-11-01,3359.05
2016-11-02,3333.35
2016-11-03,3365.09
2016-11-04,3354.17
2016-11-07,3356.59
2016-11-08,3371.12
2016-11-09,3353.05
2016-11-10,3390.61
2016-11-11,3417.22
2016-11-14,3430.25
2016-11-15,3429.87
2016-11-16,3429.59
2016-11-17,3436.53
2016-11-18,3417.46
2016-11-21,3441.11
2016-11-22,3468.36
2016-11-23,3474.73
2016-11-24,3488.74
2016-11-25,3521.3
2016-11-28,3535.08
2016-11-29,3564.04
2016-11-30,3538.0
2016-12-01,3565.04
2016-12-02,3528.95
2016-12-05,3469.41
2016-12-06,3459.15
2016-12-07,3475.75
2016-12-08,3470.14
2016-12-09,3493.7
2016-12-12,3409.18
2016-12-13,3405.04
2016-12-14,3378.95
2016-12-15,3340.43
2016-12-16,3346.03
2016-12-19,3328.98
2016-12-20,3309.06
2016-12-21,3338.54
2016-12-22,3335.67
2016-12-23,3307.6
2016-12-26,3322.4
2016-12-27,3316.39
2016-12-28,3301.89
2016-12-29,3297.76
2016-12-30,3310.08
2017-01-03,3342.23
2017-01-04,3368.31
2017-01-05,3367.79
2017-01-06,3347.67
2017-01-09,3363.9
2017-01-10,3358.27
2017-01-11,3334.5
2017-01-12,3317.62
2017-01-13,3319.91
2017-01-16,3319.45
2017-01-17,3326.36
2017-01-18,3339.37
2017-01-19,3329.29
2017-01-20,3354.89
2017-01-23,3364.08
2017-01-24,3364.45
2017-01-25,3375.9
2017-01-26,3387.96
2017-02-03,3364.49
2017-02-06,3373.21
2017-02-07,3365.68
2017-02-08,3383.29
2017-02-09,3396.29
2017-02-10,3413.49
2017-02-13,3436.28
2017-02-14,3435.8
2017-02-15,3421.71
2017-02-16,3440.93
2017-02-17,3421.44
2017-02-20,3471.39
2017-02-21,3482.82
2017-02-22,3489.76
2017-02-23,3473.32
2017-02-24,3473.85
2017-02-27,3446.22
2017-02-28,3452.81
2017-03-01,3458.44
2017-03-02,3435.1
2017-03-03,3427.86
2017-03-06,3446.48
2017-03-07,3453.96
2017-03-08,3448.73
2017-03-09,3426.94
2017-03-10,3427.89
2017-03-13,3458.1
2017-03-14,3456.69
2017-03-15,3463.64
2017-03-16,3481.51
2017-03-17,3445.81
2017-03-20,3449.61
2017-03-21,3466.35
2017-03-22,3450.05
2017-03-23,3461.98
2017-03-24,3489.6
2017-03-27,3478.04
2017-03-28,3469.81
2017-03-29,3465.19
2017-03-30,3436.76
2017-03-31,3456.05
2017-04-05,3503.89
2017-04-06,3514.05
2017-04-07,3517.46
2017-04-10,3505.14
2017-04-11,3517.33
2017-04-12,3509.44
2017-04-13,3514.57
2017-04-14,3486.5
2017-04-17,3479.94
2017-04-18,3462.74
2017-04-19,3445.88
2017-04-20,3461.55
2017-04-21,3466.79
2017-04-24,3431.26
2017-04-25,3440.97
2017-04-26,3445.18
2017-04-27,3446.72
2017-04-28,3439.75
2017-05-02,3426.58
2017-05-03,3413.13
2017-05-04,3404.39
2017-05-05,3382.55
2017-05-08,3358.81
2017-05-09,3352.53
2017-05-10,3337.7
2017-05-11,3356.65
2017-05-12,3385.38
2017-05-15,3399.19
2017-05-16,3428.65
2017-05-17,3409.97
2017-05-18,3398.11
2017-05-19,3403.85
2017-05-22,3411.24
2017-05-23,3424.19
2017-05-24,3424.17
2017-05-25,3485.66
2017-05-26,3480.43
2017-05-31,3492.88
2017-06-01,3497.74
2017-06-02,3486.51
2017-06-05,3468.75
2017-06-06,3492.88
2017-06-07,3533.87
2017-06-08,3560.98
2017-06-09,3576.17
2017-06-12,3574.39
2017-06-13,3582.27
2017-06-14,3535.3
2017-06-15,3528.79
2017-06-16,3518.76
2017-06-19,3553.67
2017-06-20,3546.49
2017-06-21,3587.95
2017-06-22,3590.34
2017-06-23,3622.88
2017-06-26,3668.09
2017-06-27,3674.72
2017-06-28,3646.17
2017-06-29,3668.83
2017-06-30,3666.8
2017-07-03,3650.85
2017-07-04,3619.98
2017-07-05,3659.68
2017-07-06,3660.1
2017-07-07,3655.93
2017-07-10,3653.69
2017-07-11,3670.81
2017-07-12,3658.82
2017-07-13,3686.92
2017-07-14,3703.09
2017-07-17,3663.56
2017-07-18,3667.18
2017-07-19,3729.75
2017-07-20,3747.88
2017-07-21,3728.6
2017-07-24,3743.47
2017-07-25,3719.56
2017-07-26,3705.39
2017-07-27,3712.19
2017-07-28,3721.89
2017-07-31,3737.87
2017-08-01,3770.38
2017-08-02,3760.85
2017-08-03,3727.83
2017-08-04,3707.58
2017-08-07,3726.79
2017-08-08,3732.21
2017-08-09,3731.04
2017-08-10,3715.92
2017-08-11,3647.35
2017-08-14,3694.68
2017-08-15,3706.06
2017-08-16,3701.42
2017-08-17,3721.28
2017-08-18,3724.67
2017-08-21,3740.99
2017-08-22,3752.3
2017-08-23,3756.09
2017-08-24,3734.65
2017-08-25,3795.75
2017-08-28,3842.71
2017-08-29,3834.54
2017-08-30,3834.3
2017-08-31,3822.09
2017-09-01,3830.54
2017-09-04,3845.62
2017-09-05,3857.05
2017-09-06,3849.45
2017-09-07,3829.87
2017-09-08,3825.99
2017-09-11,3825.65
2017-09-12,3837.93
2017-09-13,3842.61
2017-09-14,3829.96
2017-09-15,3831.3
2017-09-18,3843.14
2017-09-19,3832.12
2017-09-20,3842.44
2017-09-21,3837.82
2017-09-22,3837.73
2017-09-25,3817.79
2017-09-26,3820.78
2017-09-27,3821.2
2017-09-28,3822.54
2017-09-29,3836.5
2017-10-09,3882.21
2017-10-10,3889.86
2017-10-11,3902.69
2017-10-12,3912.95
2017-10-13,3921.0
2017-10-16,3913.45
2017-10-17,3913.07
2017-10-18,3944.16
2017-10-19,3931.25
2017-10-20,3926.85
2017-10-23,3930.8
2017-10-24,3959.4
2017-10-25,3976.95
2017-10-26,3993.58
2017-10-27,4021.97
2017-10-30,4009.72
2017-10-31,4006.72
2017-11-01,3996.62
2017-11-02,3997.13
2017-11-03,3992.7
2017-11-06,4020.89
2017-11-07,4054.25
2017-11-08,4048.01
2017-11-09,4075.9
2017-11-10,4111.91
2017-11-13,4128.07
2017-11-14,4099.35
2017-11-15,4073.67
2017-11-16,4105.01
2017-11-17,4120.85
2017-11-20,4143.83
2017-11-21,4217.7
2017-11-22,4227.57
2017-11-23,4102.4
2017-11-24,4104.2
2017-11-27,4049.95
2017-11-28,4055.82
2017-11-29,4053.75
2017-11-30,4006.1
2017-12-01,3998.14
2017-12-04,4018.86
2017-12-05,4040.17
2017-12-06,4015.82
2017-12-07,3971.06
2017-12-08,4003.38
2017-12-11,4069.5
2017-12-12,4016.02
2017-12-13,4050.09
2017-12-14,4026.15
2017-12-15,3980.86
2017-12-18,3985.29
2017-12-19,4035.33
2017-12-20,4030.49
2017-12-21,4067.85
2017-12-22,4054.6
2017-12-25,4041.54
2017-12-26,4053.62
2017-12-27,3991.21
2017-12-28,4018.9
2017-12-29,4030.85
